node_id,zero_rate,observations,avg_speed,traffic_regime,cusum_flags,ewma_flags,persistence_error,cusum_flag_rate,ewma_flag_rate,topology,road_type,density,reliability_original,reliability_equal,reliability_zero_only,reliability_pca,disparity
10,0.0606907483106698,23974,56.7619118462991,free_flow,731,1550,2.6154677984483192,0.0304913656461166,0.0646533744890297,2.9890704,arterial,3,0.9445566029865688,0.9480548371847279,0.9393092516893302,0.95647885420784,2.6154677984483192
11,0.1247601568365729,23974,55.21582892048396,free_flow,947,2929,2.6091805639972403,0.0395011262200717,0.1221740218570117,3.6266563,arterial,4,0.8928088762826396,0.9045215650287812,0.8752398431634271,0.7567370688667174,2.6091805639972403
12,0.0555601902060565,23974,38.67476004097031,congested,2003,9638,3.102575558045025,0.0835488445816301,0.4020188537582381,6.5773964,interstate,4,0.8695503462083924,0.8196240371513585,0.9444398097939435,0.0,3.102575558045025
13,0.0639859848168849,23974,60.171234975456215,free_flow,839,1971,2.673791349358631,0.0349962459330941,0.0822140652373404,4.2766533,interstate,7,0.9381663468757822,0.9396012346708935,0.9360140151831151,0.8905922830764748,2.673791349358631
14,0.0557270376240927,23974,52.63035494139815,free_flow,999,3254,3.834189287071576,0.0416701426545424,0.1357303745724535,4.20866,interstate,2,0.9310836739801452,0.9222908150496372,0.9442729623759073,0.757171065451162,3.834189287071576
15,0.0564778510052556,23974,47.09360949560437,free_flow,1498,6172,3.6183070018975583,0.0624843580545591,0.2574455660298657,4.169542,interstate,4,0.9021273045799617,0.8745307416367732,0.9435221489947444,0.3971118878568116,3.6183070018975583
16,0.0547676649703845,23974,29.17968770069692,congested,1201,2503,1.808753894761653,0.0500959372653708,0.1044047718361558,6.6126976,interstate,5,0.936239259197464,0.9302438753093629,0.9452323350296155,0.7390051622216951,1.808753894761653
17,0.0546425294068574,23974,53.75803835438126,free_flow,990,2697,3.024527464276776,0.0412947359639609,0.1124968716109118,6.0073805,interstate,5,0.936456160840911,0.9305219543394233,0.9453574705931426,0.7973915753171252,3.024527464276776
18,0.0546425294068574,23974,52.8577196393977,free_flow,746,1391,3.445422521223389,0.0311170434637523,0.0580211896220905,2.2409236,arterial,3,0.949386835738717,0.9520730791690999,0.9453574705931426,0.9653094470320802,3.445422521223389
19,0.0551013598064569,23974,55.38334286747151,free_flow,972,3006,2.727946363189752,0.040543922582798,0.1253858346542087,5.6343646,interstate,4,0.9337532326687246,0.9263229609855121,0.9448986401935431,0.7829029309419788,2.727946363189752
20,0.055977308751147,23974,61.06893219969783,free_flow,823,2126,2.4447619345560865,0.0343288562609493,0.0886794026862434,5.5093412,interstate,4,0.9418119629598732,0.9403381441005534,0.944022691248853,0.890360349424098,2.4447619345560865
21,0.0547676649703845,23974,56.97127220163114,free_flow,692,1408,3.338419431897784,0.0288646033202636,0.0587302911487444,2.5499327,arterial,3,0.9496204221239677,0.9525458135202025,0.9452323350296155,0.9823062607776842,3.338419431897784
22,0.1625510970217736,23974,40.28025388946491,free_flow,1152,3842,3.1614493578360685,0.0480520563944273,0.1602569450237757,3.6182978,arterial,6,0.8608075415032952,0.8763799671866744,0.8374489029782264,0.6062511965964492,3.1614493578360685
23,0.0760824226245098,23974,50.42753644490526,free_flow,1197,3761,3.1038561616354228,0.0499290898473346,0.1568782848085426,2.7666893,arterial,2,0.9129890714941187,0.9057034009065377,0.9239175773754902,0.6456223381208155,3.1038561616354228
24,0.0571452406774005,23974,60.36749827193745,free_flow,740,1786,2.484916314764275,0.030866772336698,0.0744973721531659,4.874194,interstate,4,0.9446400266955869,0.9458302049442452,0.9428547593225995,0.9399699959508547,2.484916314764275
25,0.0797530658213064,23974,53.21599927699452,free_flow,1128,3730,4.117341091076179,0.04705097188621,0.155585217318762,3.3562179,arterial,3,0.9116209226662217,0.9058702483245739,0.9202469341786936,0.6688043923916893,4.117341091076179
26,0.1178359889880704,23974,46.93621141818981,free_flow,1374,3340,3.627773341755155,0.0573120880954367,0.1393175940602319,1.0,arterial,0,0.8899724701760241,0.8951781096187537,0.8821640110119295,0.5899008518480974,3.627773341755155
27,0.0586885792942354,23974,57.91779707447618,free_flow,692,1498,2.296659641860693,0.0288646033202636,0.0624843580545591,3.9139662,interstate,4,0.9465170601484942,0.9499874864436473,0.9413114207057646,0.9741656048743952,2.296659641860693
28,0.0586051555852173,23974,62.20353628798924,free_flow,917,2261,2.1782767972181505,0.0382497705848002,0.0943105030449653,4.878662,interstate,4,0.9383248519229165,0.9362781902616724,0.9413948444147827,0.8483467738450868,2.1782767972181505
29,0.0574372236589638,23974,41.10635344374395,free_flow,1025,3236,2.208654464956083,0.0427546508717777,0.1349795611912905,3.324359,arterial,4,0.9299908233920081,0.9216095214259893,0.9425627763410362,0.7486243638435053,2.208654464956083
30,0.076207558188037,23974,54.378038592734725,free_flow,896,1967,4.796994693987269,0.0373738216401101,0.0820472178193042,2.090176,arterial,4,0.9303912571952949,0.9347904674508496,0.923792441811963,0.864705584569921,4.796994693987269
31,0.0763744056060732,23974,60.85225973971803,free_flow,894,1898,2.068399032814649,0.037290397931092,0.0791690998581797,1.8946576,arterial,2,0.9308834570785017,0.9357220322015517,0.9236255943939268,0.8698146716861661,2.068399032814649
32,0.0839242512722115,23974,58.70758182475459,free_flow,1063,2466,2.648028121735054,0.0443397013431217,0.1028614332193209,5.387335,interstate,2,0.9202052223241846,0.9229582047217819,0.9160757487277885,0.7713134664170905,2.648028121735054
33,0.0574372236589638,23974,55.81247204312608,free_flow,987,2130,2.697715630425024,0.0411696004004338,0.0888462501042796,5.565667,interstate,4,0.9395344957036791,0.9375156419454409,0.9425627763410362,0.834040699342769,2.697715630425024
34,0.0545173938433302,23974,59.52203504855128,free_flow,971,2896,2.719743429058729,0.0405022107282889,0.120797530658213,2.257032,arterial,4,0.9350296154167015,0.9280609549233894,0.9454826061566698,0.7907945957383977,2.719743429058729
35,0.0546425294068574,23974,57.66812305592964,free_flow,679,1386,3.334538971451877,0.0283223492116459,0.0578126303495453,1.5289235,arterial,3,0.9499874864436473,0.9530741636773171,0.9453574705931426,0.988199680575407,3.334538971451877
36,0.1909568699424376,23974,52.91086517669274,free_flow,1217,4603,2.3199543056565246,0.0507633269375156,0.1919996663051639,4.18594,interstate,3,0.8368732793860015,0.8554267122716276,0.8090431300575625,0.5182307515004934,2.3199543056565246
37,0.111036956703095,23974,55.95236352278461,free_flow,1018,3184,2.865521825231302,0.0424626678902144,0.1328105447568199,5.3190236,interstate,6,0.8983231834487362,0.9045632768832902,0.888963043296905,0.7238942217328836,2.865521825231302
38,0.0902227413030783,23974,44.41850198826507,free_flow,1680,5445,3.7131115255812848,0.0700759155752064,0.2271210478017852,5.7731876,interstate,2,0.8864269625427548,0.8708600984399767,0.9097772586969217,0.3643561001741663,3.7131115255812848
39,0.1626345207307916,23974,48.20233993572402,free_flow,1064,3822,3.417412398484602,0.0443814131976307,0.1594227079335947,5.766285,interstate,6,0.86165846333528,0.8778537860459943,0.8373654792692085,0.6371505081869444,3.417412398484602
40,0.0556019020605656,23974,58.159108958647,free_flow,1060,3156,2.517746987146128,0.0442145657795945,0.1316426128305664,5.9297867,interstate,6,0.9314674230416284,0.9228469731097578,0.9443980979394344,0.7431354988313043,2.517746987146128
41,0.0869275047968632,23974,52.3155789969557,free_flow,968,2547,2.597218233112327,0.0403770751647618,0.1062400934345541,4.5902443,interstate,8,0.9185200634020189,0.9221517755346069,0.9130724952031368,0.7962767596803959,2.597218233112327
42,0.0873863351964628,23974,54.85658163407183,free_flow,1074,3915,3.344405347857004,0.0447985317427212,0.1633019104029365,4.5250587,interstate,5,0.9059481104529907,0.9015044075526265,0.9126136648035372,0.6704977086664736,3.344405347857004
43,0.054350546425294,23974,51.76139377513471,free_flow,1271,4732,3.0022704159665032,0.0530157670810044,0.1973804955368315,3.1932728,arterial,6,0.9173104196212565,0.8984177303189567,0.945649453574706,0.5693141091862504,3.0022704159665032
44,0.0724534912822224,23974,61.50984278934455,free_flow,866,1836,2.200926499739797,0.0361224660048385,0.0765829648786185,3.4232035,arterial,1,0.9339868190539752,0.9382803592781068,0.9275465087177777,0.8855457138392301,2.200926499739797
45,0.0724534912822224,23974,61.46601140984744,free_flow,858,1791,2.278890755990948,0.0357887711687661,0.0747059314257111,1.5891383,arterial,1,0.9344289647117712,0.9390172687077668,0.9275465087177777,0.8911943782664216,2.278890755990948
46,0.1077417201968799,23974,54.832071169031,free_flow,831,2584,2.541426840055563,0.0346625510970217,0.107783432051389,1.2189673,arterial,1,0.9068657712521899,0.9166040988849031,0.8922582798031201,0.8281368183563679,2.541426840055563
47,0.0551013598064569,23974,50.66388170518061,free_flow,1219,3636,3.678852288391789,0.0508467506465337,0.1516643029949111,4.5773916,interstate,4,0.9264369733878369,0.914129195517366,0.9448986401935431,0.6583610171000006,3.678852288391789
48,0.0897221990489697,23974,45.29157665513301,free_flow,1441,4857,2.758445558084751,0.0601067823475431,0.202594477350463,5.156733,interstate,4,0.8936264286310169,0.8825255137510081,0.9102778009510303,0.4837311703449828,2.758445558084751
49,0.0666138316509552,23974,56.04892219547367,free_flow,971,2180,2.897386073669756,0.0405022107282889,0.0909318428297322,2.2376528,arterial,3,0.9337448902978227,0.9339840382636746,0.9333861683490448,0.8309235434335012,2.897386073669756
50,0.0547676649703845,23974,55.76724525312475,free_flow,711,1399,3.3630338455284234,0.0296571285559355,0.058354884458163,3.270173,arterial,3,0.9495369984149497,0.9524067740051724,0.9452323350296155,0.9764990410383622,3.3630338455284234
51,0.0763744056060732,23974,46.794368982402894,free_flow,1054,3621,4.681789680222357,0.0439642946525402,0.1510386251772753,1.7809134,arterial,8,0.9151747726703929,0.9095408915213704,0.9236255943939268,0.7028031621236797,4.681789680222357
52,0.0564778510052556,23974,54.022849472510565,free_flow,1307,4305,3.239546098882254,0.0545173938433302,0.1795695336614665,3.1537142,arterial,5,0.9192959038958873,0.9031450738299825,0.9435221489947444,0.5840175480607638,3.239546098882254
53,0.0898473346124968,23974,49.84836189933274,free_flow,809,2217,3.5419764433956886,0.0337448902978226,0.0924751814465671,4.328876,interstate,3,0.920847584883624,0.9279775312143712,0.9101526653875032,0.8698255043375127,3.5419764433956886
54,0.0556019020605656,23974,55.226432504260565,free_flow,1030,3099,2.9075942224446854,0.042963210144323,0.1292650371235505,5.7200537,interstate,8,0.932193209310086,0.9240566168905203,0.9443980979394344,0.7569804798636064,2.9075942224446854
55,0.1043213481271377,23974,54.46249440531475,free_flow,809,2494,2.2756789928507204,0.0337448902978226,0.1040293651455743,5.9848857,interstate,4,0.909852340035038,0.9193014654764885,0.8956786518728623,0.8434010296601739,2.2756789928507204
56,0.0894302160674063,23974,35.48993191698414,congested,1482,5968,3.244196970660014,0.0618169683824142,0.2489363477100191,2.4290109,arterial,2,0.8841912071410696,0.8666054892800534,0.9105697839325937,0.39714245579784047,3.244196970660014
57,0.055977308751147,23974,52.34295645679645,free_flow,1052,3228,2.1322409793148926,0.0438808709435221,0.1346458663552181,3.8894944,interstate,6,0.9307082672895638,0.9218319846500376,0.944022691248853,0.7408883069722864,2.1322409793148926
58,0.0548510886794026,23974,57.05726905205507,free_flow,738,1678,3.2077508239746497,0.0307833486276799,0.0699924918661883,4.4755545,interstate,8,0.9469341786935848,0.9481243569422431,0.9451489113205974,0.9490402913262107,3.2077508239746497
59,0.0590639859848168,23974,56.838519374825374,free_flow,788,1874,2.607421035486857,0.0328689413531325,0.0781680153499624,3.53892,arterial,0,0.942354217068491,0.9432996857706961,0.9409360140151832,0.9169362494670427,2.607421035486857
60,0.0549762242429298,23974,51.46261459173364,free_flow,1158,3765,3.34322404165359,0.0483023275214816,0.1570451322265788,2.8290565,arterial,3,0.92594477350463,0.91322543866967,0.9450237757570702,0.6705035424780599,3.34322404165359
61,0.0564778510052556,23974,51.182314984752,free_flow,1404,4595,4.277582592782393,0.0585634437307082,0.1916659714690915,2.6312385,arterial,6,0.9160674063568867,0.8977642445983149,0.9435221489947444,0.5323118421215207,4.277582592782393
62,0.0876783181780262,23974,55.29485370063601,free_flow,806,2549,4.800095606218907,0.0336197547342954,0.1063235171435722,3.836792,arterial,6,0.9194043547176107,0.9241261366480354,0.9123216818219738,0.8502709129045087,4.800095606218907
63,0.0553516309335113,23974,54.75765919031331,free_flow,1208,3195,3.453385231487551,0.0503879202469341,0.1332693751564194,3.6214921,arterial,3,0.9300575623592225,0.9203303578877118,0.9446483690664887,0.6908788767798797,3.453385231487551
64,0.0601067823475431,23974,59.53392107322615,free_flow,962,2407,2.457858877540616,0.0401268040377075,0.1004004338032868,2.391692,arterial,1,0.9358304830232753,0.9331219932704875,0.9398932176524569,0.8227523474617621,2.457858877540616
65,0.060023358638525,23974,58.981964456203215,free_flow,719,1579,3.034151018100297,0.029990823392008,0.0658630182697922,1.2534679,arterial,1,0.9448152164845249,0.9480409332332249,0.939976641361475,0.9589954435143727,3.034151018100297
66,0.1139150746642195,23974,58.218150714861736,free_flow,866,2681,2.3548565178414185,0.0361224660048385,0.111829481938767,1.5699569,arterial,1,0.9020605656127472,0.9127109924640583,0.8860849253357805,0.8064686748182741,2.3548565178414185
67,0.0609410194377242,23974,62.82664573128826,free_flow,772,1784,2.219055067593067,0.0322015516809877,0.0744139484441478,3.0652652,arterial,5,0.9421122883123384,0.9441478268123801,0.9390589805622758,0.9271654260470176,2.219055067593067
68,0.0544339701343121,23974,59.40670784553637,free_flow,1012,3154,2.363215887979173,0.04221239676316,0.1315591891215483,4.5859175,interstate,6,0.932585300742471,0.9239314813269932,0.9455660298656879,0.760095220119078,2.363215887979173
69,0.0543922582798031,23974,55.996475960729946,free_flow,1203,3316,3.268616546894056,0.0501793609743889,0.1383165095520147,4.0661435,interstate,5,0.9296654709268374,0.9190372903979311,0.9456077417201969,0.6851636816102313,3.268616546894056
70,0.0688245599399349,23974,55.16806391447878,free_flow,939,3340,2.185425712511305,0.0391674313839993,0.1393175940602319,3.5900002,arterial,5,0.9230082589471929,0.9175634715386113,0.9311754400600651,0.7642756883440391,2.185425712511305
71,0.0692833903395345,23974,56.08708417253612,free_flow,899,1971,3.1519170900750946,0.0374989572036372,0.0822140652373404,4.9181356,interstate,5,0.9344873613080837,0.9370011957398293,0.9307166096604655,0.8673730036081246,3.1519170900750946
72,0.0551013598064569,23974,53.98126866274443,free_flow,1137,3073,4.127137600125002,0.0474263785767915,0.1281805289063151,2.3088005,arterial,4,0.9318178026195045,0.9230972442368122,0.9448986401935431,0.7229407375499752,4.127137600125002
73,0.0577709184950362,23974,48.8339097679894,free_flow,1452,3989,3.366593720578245,0.0605656127471427,0.1663885876366063,2.4735792,arterial,3,0.9199466088262285,0.9050916270404049,0.9422290815049638,0.5552022209850882,3.366593720578245
74,0.0565195628597647,23974,59.47099180527582,free_flow,1104,3440,1.832561366083098,0.0460498873779928,0.143488779511137,5.1320534,interstate,8,0.9281805289063152,0.9179805900837018,0.9434804371402353,0.7091490448839763,1.832561366083098
75,0.05672812213231,23974,44.83534849592349,free_flow,1003,3276,3.0693452960283696,0.0418369900725786,0.1366480353716526,3.633504,arterial,4,0.9302661216317678,0.9215956174744863,0.94327187786769,0.7538098820494689,3.0693452960283696
76,0.0542254108617669,23974,47.45194756290214,free_flow,1201,3675,3.724490039473981,0.0500959372653708,0.1532910653207641,2.427967,arterial,4,0.9267873529657129,0.914129195517366,0.9457745891382331,0.6623601611324543,3.724490039473981
77,0.0561441561691832,23974,53.07027459311079,free_flow,1293,4063,2.61502990673759,0.0539334278802035,0.1694752648702761,5.5080566,interstate,7,0.9216317677483942,0.9068157170267791,0.9438558438308168,0.6048116076824679,2.61502990673759
78,0.0544756819888212,23974,60.64941770582152,free_flow,985,2762,2.3831741165363005,0.0410861766914157,0.1152081421540001,4.2279844,interstate,4,0.9360557270376242,0.9297433330552544,0.9455243180111788,0.7949023453115678,2.3831741165363005
79,0.0542671227162759,23974,61.22418517878496,free_flow,940,2368,2.150778157819119,0.0392091432385083,0.0987736714774338,3.3422134,arterial,3,0.9398431634270461,0.935916687522594,0.9457328772837241,0.8360446258218338,2.150778157819119
80,0.0547676649703845,23974,59.03623401211101,free_flow,795,1928,3.403513214050671,0.0331609243346959,0.0804204554934512,6.4104695,interstate,6,0.9444231250521399,0.9438836517338228,0.9452323350296155,0.9134782717368675,3.403513214050671
81,0.0550596479519479,23974,48.86509542083289,free_flow,1320,3855,3.1970416032712685,0.0550596479519479,0.1607991991323934,5.7020845,interstate,3,0.923792441811963,0.9096938349879036,0.9449403520480522,0.609993930324449,3.1970416032712685
82,0.0553516309335113,23974,52.020610505958174,free_flow,1391,5068,3.423510721270795,0.0580211896220905,0.2113956786518728,4.0189047,interstate,3,0.9129056477851005,0.8917438335975084,0.9446483690664887,0.506273218461259,3.423510721270795
83,0.0763744056060732,23974,57.72031236551238,free_flow,1085,2536,2.166067952583553,0.0452573621423208,0.1057812630349545,3.455214,arterial,1,0.923967631600901,0.9241956564055505,0.9236255943939268,0.7636052127360768,2.166067952583553
84,0.0553516309335113,23974,48.24905951354708,free_flow,1208,4156,2.947339048519494,0.0503879202469341,0.1733544673396179,5.4822087,interstate,5,0.9220405439225828,0.9069686604933123,0.9446483690664887,0.627779568883247,2.947339048519494
85,0.1006507049303412,23974,58.78871652954722,free_flow,889,2836,2.187747871040188,0.0370818386585467,0.1182948193876699,4.14094,interstate,6,0.908534245432552,0.9146575456744808,0.8993492950696588,0.7960945018854206,2.187747871040188
86,0.0542671227162759,23974,56.82129595421495,free_flow,892,2035,2.982848615100221,0.0372069742220739,0.0848836239259197,2.5961277,arterial,3,0.9430216067406357,0.9412140930452435,0.9457328772837241,0.8740731955249281,2.982848615100221
87,0.054350546425294,23974,56.43120098029479,free_flow,1138,3121,3.710285017763953,0.0474680904313005,0.1301826979227496,4.399217,interstate,3,0.9318595144740136,0.9226662217402186,0.945649453574706,0.7198795707943524,3.710285017763953
88,0.0553516309335113,23974,56.14828726490735,free_flow,1060,3685,2.0767230968469814,0.0442145657795945,0.1537081838658546,5.050152,interstate,4,0.9272044715108034,0.9155752064736798,0.9446483690664887,0.7085437527689826,2.0767230968469814
89,0.0542671227162759,23974,59.772482209563,free_flow,919,2652,2.2809863959765937,0.0383331942938183,0.1106198381580045,3.5999427,arterial,4,0.9376491198798699,0.9322599482773004,0.9457328772837241,0.8244688224011365,2.2809863959765937
90,0.065696170851756,23974,62.524761332051526,free_flow,779,1755,2.1685836408754984,0.032493534662551,0.0732043046633853,1.6620762,arterial,1,0.9394427296237592,0.9428686632741026,0.934303829148244,0.9240063648192299,2.1685836408754984
91,0.0544339701343121,23974,36.69513219347415,congested,1700,7040,2.8713548639332824,0.0709101526653875,0.2936514557437223,6.0069003,interstate,1,0.8944272962375908,0.8603348071521927,0.9455660298656879,0.2732595185831592,2.8713548639332824
92,0.1082839743054976,23974,59.9908872674233,free_flow,838,2605,1.9953279246961988,0.0349545340785851,0.108659380996079,1.4481485,arterial,3,0.9063068324017687,0.9160340368732794,0.8917160256945024,0.8240921630746747,1.9953279246961988
93,0.0545591056978393,23974,57.02017531227613,free_flow,1080,3180,2.374097186634727,0.0450488028697755,0.1326436973387836,4.1596856,interstate,1,0.9317260365395846,0.9225827980312006,0.9454408943021607,0.7354181701044286,2.374097186634727
94,0.0684908651038625,23974,55.09283332406403,free_flow,1145,3472,2.336275806727129,0.0477600734128639,0.1448235588554267,5.240324,interstate,3,0.9203887544840244,0.9129751675426157,0.9315091348961375,0.6864289292551691,2.336275806727129
95,0.0699924918661883,23974,51.68180732499891,free_flow,1200,3998,3.420038275592209,0.0500542254108617,0.1667639943271877,2.2146902,arterial,2,0.9146408609326772,0.9043964294652541,0.9300075081338117,0.6325162312020229,3.420038275592209
96,0.1346458663552181,23974,57.193825238585184,free_flow,1156,3913,2.9159236825343857,0.0482189038124635,0.1632184866939184,5.5234118,interstate,2,0.8769250020855928,0.8846389143794666,0.8653541336447819,0.6161222157784582,2.9159236825343857
97,0.0562692917327104,23974,58.28741311685543,free_flow,960,3637,2.493374899527398,0.0400433803286894,0.1517060148494202,4.337461,interstate,5,0.9278885459247519,0.91732710436306,0.9437307082672896,0.7448477546873867,2.493374899527398
98,0.0558938850421289,23974,52.377480895308544,free_flow,1056,3226,2.5595974011528364,0.0440477183615583,0.1345624426462,3.72856,arterial,6,0.930741636773171,0.9218319846500376,0.9441061149578711,0.7397201194141989,2.5595974011528364
99,0.054350546425294,23974,63.06933404044858,free_flow,669,1471,1.9938875580821025,0.0279052306665554,0.0613581379828147,1.521704,arterial,1,0.9495369984149495,0.952128694975112,0.945649453574706,0.986152186089902,1.9938875580821025
100,0.0555601902060565,23974,51.51813431150943,free_flow,1215,3976,3.5843955786758404,0.0506799032284975,0.1658463335279886,3.3561628,arterial,4,0.9233586385250688,0.9093045243458191,0.9444398097939435,0.6371224773571484,3.5843955786758404
101,0.0783765746225077,23974,52.37624675408942,free_flow,1078,2709,2.9630106888282413,0.0449653791607574,0.1129974138650204,3.7211235,arterial,3,0.9213814966213398,0.9212202107839048,0.9216234253774923,0.7534638785989779,2.9630106888282413
102,0.0542254108617669,23974,53.10179400699965,free_flow,1151,3377,2.56150023967764,0.0480103445399182,0.1408609326770668,5.7157974,interstate,2,0.9296904980395428,0.918967770640416,0.9457745891382331,0.6987641196372285,2.56150023967764
103,0.0550596479519479,23974,57.44369381313884,free_flow,1047,3182,2.7977979451283863,0.0436723116709768,0.1327271210478018,4.0864944,interstate,5,0.9316843246850756,0.9228469731097578,0.9449403520480522,0.746114603408778,2.7977979451283863
104,0.0553516309335113,23974,58.258871002448416,free_flow,990,2803,2.661287740952169,0.0412947359639609,0.1169183281888712,3.0835164,arterial,4,0.9351464086093269,0.9288117683045523,0.9446483690664887,0.7900280858414879,2.661287740952169
105,0.2295820472178193,23974,51.80882425868766,free_flow,1452,5116,2.2275630444886723,0.0605656127471427,0.2133978476683073,4.7835503,interstate,3,0.8074580795862184,0.8321514974555769,0.7704179527821807,0.3834318066308081,2.2275630444886723
106,0.1092850588137148,23974,58.32280445019141,free_flow,851,2721,2.5364809065641216,0.0354967881872028,0.113497956119129,4.292916,interstate,8,0.9046300158505047,0.9139067322933178,0.8907149411862852,0.8115282275305631,2.5364809065641216
107,0.1127471427379661,23974,60.12205312368823,free_flow,874,2678,1.898510373672007,0.0364561608409109,0.1117043463752398,2.0841665,arterial,9,0.9027196129139902,0.9130307833486278,0.887252857262034,0.8046363208652761,1.898510373672007
108,0.1348127137732543,23974,58.4469751125889,free_flow,1071,3326,2.121652789198881,0.0446733961791941,0.1387336280971052,4.3354015,interstate,9,0.8824309668807876,0.8939267539834821,0.8651872862267457,0.6831930663749066,2.121652789198881
109,0.075415032952365,23974,53.29893381520457,free_flow,1020,2241,2.777205133603732,0.0425460915992325,0.0934762659547843,4.4231997,interstate,2,0.9275465087177777,0.9295208698312061,0.924584967047635,0.8054093146828374,2.777205133603732
110,0.0927254525736214,23974,58.5734345143747,free_flow,750,2313,2.494207497937581,0.0312838908817886,0.096479519479436,4.0600724,interstate,3,0.9188120463835823,0.9265037123550514,0.9072745474263786,0.8817522771751597,2.494207497937581
111,0.0641945440894302,23974,58.2956974222074,free_flow,884,3281,2.871295755587071,0.0368732793860015,0.1368565946441979,4.345782,interstate,6,0.926737298740302,0.9206918606267901,0.9358054559105697,0.7893053969123945,2.871295755587071
112,0.1049887377992825,23974,50.3273881857462,free_flow,1194,2663,3.557092273243104,0.0498039542838074,0.111078668557604,1.2027079,arterial,1,0.9048302327521482,0.9113762131197687,0.8950112622007175,0.7022777636388422,3.557092273243104
113,0.0545591056978393,23974,54.615116839539134,free_flow,1100,3120,3.57273191791107,0.0458830399599566,0.1301409860682406,3.7600636,arterial,3,0.932059731375657,0.9231389560913211,0.9454408943021607,0.7326228676339195,3.57273191791107
114,0.1121214649203303,23974,57.100164480435815,free_flow,907,2806,2.971064056166667,0.0378326520397096,0.1170434637523984,4.797868,interstate,6,0.9017518978893803,0.9110008064291872,0.8878785350796697,0.7854752912333006,2.971064056166667
115,0.0776257612413447,23974,57.546376050907,free_flow,885,2910,2.327833625316315,0.0369149912405105,0.1213814966213397,4.210113,interstate,2,0.9217652456828231,0.9213592502989351,0.9223742387586553,0.805685307188821,2.327833625316315
116,0.0544756819888212,23974,58.45714406546245,free_flow,887,2251,3.1019342548342714,0.0369984149495286,0.0938933844998748,3.1899176,arterial,2,0.9411362309168266,0.9382108395205918,0.9455243180111788,0.861455667538588,3.1019342548342714
117,0.0550179360974388,23974,58.78159730912192,free_flow,972,3071,2.3716036122466004,0.040543922582798,0.128097105197297,5.044758,interstate,2,0.9332610327855178,0.925447012040822,0.9449820639025612,0.7786825011367704,2.3716036122466004
118,0.0589805622757987,23974,61.97856111647406,free_flow,730,1649,2.151701794007,0.0304496537916075,0.0687828480854258,2.9736345,arterial,2,0.9447651622591141,0.947262311949056,0.9410194377242013,0.9512884599522582,2.151701794007
119,0.0547676649703845,23974,57.98230695687524,free_flow,1163,3685,2.014176700685001,0.0485108867940268,0.1537081838658546,6.3331237,interstate,6,0.926695586885793,0.9143377547899114,0.9452323350296155,0.6741913036861054,2.014176700685001
120,0.0803370317844331,23974,53.84878482774328,free_flow,1081,3478,3.408812787927663,0.0450905147242846,0.145073829982481,2.6204002,arterial,2,0.913764911987987,0.9098328745029338,0.9196629682155669,0.7008454387437374,3.408812787927663
